,Date,Time,Location,Sub-location,Lat,Long
231,2021-06-01,1620h - 1810h,Hair Flare (201B Tampines Street 21),,1.35345315769813,103.953009918868
232,2021-06-01,1955h - 2030h,Seletar Mall (33 Sengkang West Avenue)  ,Fairprice Finest,1.39131549124709,103.876213231014
233,2021-05-31,1140h - 1500h,Marina Bay Sands (2 Bayfront Avenue),Church'S,1.28332249857386,103.857629111139
234,2021-05-31,1835h - 1920h,Woodlands Galaxy Community Club (31 Woodlands Avenue 6),,1.43900803125047,103.802657551717
235,2021-05-30,2005h - 0005h,Marina Bay Sands Casino (10 Bayfront Avenue),,1.28257452719679,103.858562162091
236,2021-05-30,1125h - 1200h,Ang Mo Supermarket (642 Hougang Avenue 8),,1.37169878879803,103.879948293051
237,2021-05-30,1550h - 1650h,Choa Chu Kang Columbarium (51 Chinese Cemetery Path 4),,1.3736468983422,103.687204118688
238,2021-05-30,1200h - 1300h,Bugis Street (3 New Bugis Street),,1.30048327348075,103.854903071386
239,2021-05-30,0940h - 1630h,Ntuc Foodfare (476D Upper Serangoon View),,1.37791506138102,103.903623796196
240,2021-05-30,1100h - 2200h,Hougang Green Shopping Mall (21 Hougang Street 51),Pizza Hut,1.37924528796406,103.887832026893
241,2021-05-30,1350h - 1440h,Ntuc Fairprice (37 Teban Gardens Road),,1.32053143645806,103.742652199249
242,2021-05-30,1230h - 2030h,Ion Orchard (2 Orchard Turn),Guardian,1.30419142102398,103.831510144742
243,2021-05-30,1800h - 1900h,Hong Yang Health Products & Foot Reflexology Centre (38 Beo Crescent),,1.28855393184563,103.827290023383
244,2021-05-30,0600h - 1900h,Ion Orchard (2 Orchard Turn),,1.30419142102398,103.831510144742
245,2021-05-29,2000h - 2035h,Prime Supermarket (763 Jurong West Street 75),,1.34874387926183,103.698298710842
246,2021-05-29,1230h - 2030h,"Ion Orchard (2 Orchard Turn)
",Guardian,1.30419142102398,103.831510144742
247,2021-05-29,1815h - 1915h,Thong Sheng Motors Trading (7 Pioneer Road North),,1.32483634845564,103.695427890578
248,2021-05-29,0110h - 0530h,Marina Bay Sands Casino (10 Bayfront Avenue),,1.28257452719679,103.858562162091
249,2021-05-29,1255h - 2225h,Ntuc Foodfare (476D Upper Serangoon View),,1.37791506138102,103.903623796196
250,2021-05-29,0900h - 1300h,Ntuc Foodfare (308 Anchorvale Road),,1.38955848510235,103.886426650492
251,2021-05-29,2030h - 2115h,Plaza Singapura (68 Orchard Road),,1.30082071769235,103.845067272666
252,2021-05-29,1840h - 1950h,Esr Bizpark@Chai Chee (750A Chai Chee Road),Decathlon,1.32297820248267,103.922124606113
253,2021-05-29,1820h - 2000h,Vivocity (1 Harbourfront Walk),Fairprice Xtra,1.26431382492761,103.82207343835
254,2021-05-29,0900h - 1135h,Marina Bay Sands (2 Bayfront Avenue),Church'S,1.28332249857386,103.857629111139
255,2021-05-29,1555h - 1645h,Peninsula Plaza Singapore (111 North Bridge Road),,1.29222075807721,103.850612609298
256,2021-05-29,1040h - 1140h,Marsiling Lane Food Centre (20 Marsiling Lane),,1.44383165244262,103.777210383669
257,2021-05-29,0600h - 1900h,"Ion Orchard (2 Orchard Turn)
",,1.30419142102398,103.831510144742
258,2021-05-29,2030h - 2055h,Plaza Singapura (68 Orchard Road),Cold Storage,1.30082071769235,103.845067272666
259,2021-05-29,1715h - 1750h,Yew Tee Point (21 Choa Chu Kang North 6),,1.39708432396576,103.746598000147
260,2021-05-29,1315h - 1500h,Chien Chi Tow Healthcare (78 Redhill Lane),,1.28843088346846,103.818486786844
261,2021-05-29,1020h - 1100h,Seletar Mall (33 Sengkang West Avenue),,1.39131549124709,103.876213231014
262,2021-05-28,1930h - 0000h,Ntuc Foodfare (308 Anchorvale Road),,1.38955848510235,103.886426650492
263,2021-05-28,1100h - 2200h,Hougang Green Shopping Mall (21 Hougang Street 51),Pizza Hut,1.37924528796406,103.887832026893
264,2021-05-28,2015h - 2120h,Ntuc Fairprice At Woodlands Civic Centre (900 South Woodlands Drive),,1.43505698925938,103.787004308703
265,2021-05-28,0900h - 2100h,Ntuc Foodfare (308 Anchorvale Road),,1.38955848510235,103.886426650492
266,2021-05-28,1010h - 1155h,Carole Unisex Salon (620 Hougang Avenue 8),,1.3701440065551,103.883968140531
267,2021-05-28,1830h - 2000h,Causeway Point (1 Woodlands Square),,1.43600784474269,103.78568873405
268,2021-05-28,1300h - 1340h,Masjid Jamek Queenstown (946 Margaret Drive),,1.29301137234296,103.815428353466
269,2021-05-28,1615h - 1650h,Sheng Shiong Supermarket (455 Sengkang West Avenue),,1.39183688254074,103.871190376558
270,2021-05-28,1200h - 1900h,Atatzcutz Singapore (348 Bedok Road),,1.331426846711,103.94825705568
271,2021-05-28,0800h - 1800h,Orchard Hotel Singapore (442 Orchard Road),,1.30766861515108,103.828164400704
272,2021-05-28,1505h - 1540h,Fajar Shopping Centre (445 Fajar Road),Giant,1.38358032362676,103.770768501474
273,2021-05-28,1955h - 2105h,The Seletar Mall (33 Sengkang West Avenue),,1.39131549124709,103.876213231014
274,2021-05-28,1955h - 2055h,Seletar Mall (33 Sengkang West Avenue),Ntuc Fairprice,1.39131549124709,103.876213231014
275,2021-05-28,1845h - 1935h,Causeway Point (1 Woodlands Square),Popular Bookstore,1.43600784474269,103.78568873405
276,2021-05-27,1755h - 2030h,Lucky Plaza (304 Orchard Road),,1.30450604646634,103.833962339817
277,2021-05-27,1700h - 1730h,Sheng Shiong Supermarket (200 Woodlands Industrial Park E7),,1.45074973335289,103.796846514064
278,2021-05-27,0905h - 1030h,Bukit Merah Community Centre (4000 Jalan Bukit Merah),,1.28525427322707,103.815828547684
279,2021-05-27,2230h - 2300h,Atatzcutz Singapore (348 Bedok Road),,1.331426846711,103.94825705568
280,2021-05-27,0835h - 1105h,Marina Bay Sands (2 Bayfront Avenue),Miu Miu,1.28332249857386,103.857629111139
281,2021-05-27,0645h - 1700h,Takashimaya (391A Orchard Road),St. Leaven,1.30242417189411,103.834676124723
282,2021-05-27,0000h -2359h,Tuas Amenity Centre Carpark Booth (71 Pioneer Road),,1.31720416784832,103.652208660693
283,2021-05-27,0915h - 1400h,Level 33 (8 Marina Boulevard),,1.27998145046296,103.854188393989
284,2021-05-27,1125h - 2035h,Tiong Bahru Plaza (298 Tiong Bahru Road),328 Katong Laksa,1.28629937187776,103.828093503404
285,2021-05-27,1125h - 1210h,United Square Shopping Mall (101 Thomson Road),,1.31733464260511,103.843463184971
286,2021-05-27,0600h - 1900h,Food Hub (455 Sengkang West Avenue),,1.39183688254074,103.871190376558
287,2021-05-27,1400h - 2200h,Atatzcut Singapore (348 Bedok Road),,1.331426846711,103.94825705568
288,2021-05-27,0000h - 2359h,Tuas Amenity Centre (71 Pioneer Road),,1.31720416784832,103.652208660693
289,2021-05-27,1605h - 1805h,Health Management Centre (809 French Road),,1.30832700516352,103.862005870884
290,2021-05-27,1100h - 2230h,Chop Joo Hiong Eating House (237 Serangoon Avenue 3),,1.35381198342473,103.87013457465
291,2021-05-27,1630h - 1700h,Yuhua Village Market And Food Centre (254 Jurong East Street 24),,1.34348818520494,103.73773841183
292,2021-05-27,1725h - 1825h,Gp Motoring (282 Macpherson Road),,1.33039834337196,103.877130417609
293,2021-05-27,0750h - 0820h ,Sheng Shiong Supermarket (417 Fernvale Link),,1.39158622983505,103.879874611419
294,2021-05-27,1240h - 1345h,Ntuc Fairprice (50 Havelock Road),,1.2897647546758,103.826802915076
295,2021-05-27,2030h - 0200h,Ion Orchard (2 Orchard Turn),Tiffany & Co,1.30419142102398,103.831510144742
296,2021-05-27,0000h - 0730h,Ntuc Foodfare (308 Anchorvale Road),,1.38955848510235,103.886426650492
297,2021-05-26,0900h - 1700h,Sri Murugan Trading Pte Ltd (308 Anchorvale Road),,1.38955848510235,103.886426650492
298,2021-05-26,1710h - 1740h,Giant (256 Bangkit Road),,1.37904775719987,103.772937478969
299,2021-05-26,0905h - 1200h,Mcdonald'S (293 Yishun Street 22),,1.43611425409216,103.837605235958
300,2021-05-26,1400h - 1430h,New Trendy Salon Llp (84 Redhill Lane),,1.28708575062296,103.818851050403
301,2021-05-26,1040h - 1140h,Marsiling Lane Food Centre (20 Marsiling Lane),,1.44383165244262,103.777210383669
302,2021-05-26,1630h - 1700h,Yuhua Village Market And Food Centre (254 Jurong East Street 24),,1.34348818520494,103.73773841183
303,2021-05-26,1320h - 1530h,Ntuc Fairprice (301 Yishun Avenue 2),,1.42951728655037,103.835058273602
304,2021-05-26,1355h - 1700h,Vivocity (1 Harbourfront Walk),,1.26431382492761,103.82207343835
305,2021-05-26,2115h - 2220h,People Park'S Centre (101 Upper Cross Street),,1.28560659056634,103.843922993246
306,2021-05-26,1130h - 2100h,Tiong Bahru Plaza (298 Tiong Bahru Road),328 Katong Laksa,1.28629937187776,103.828093503404
307,2021-05-26,1850h - 2025h,Decathlon - Singapore Lab (230 Stadium Boulevard),,1.28239072896317,103.852501086788
308,2021-05-26,1430h - 1500h,One Commonwealth (1 Commonwealth Lane),Passion Bike,1.30428689792888,103.796952786032
309,2021-05-25,1230h - 1430h,Beauty World Centre (144 Upper Bukit Timah Road),Beauty World Thai Massage,1.34239508820554,103.776468301093
310,2021-05-25,1500h - 1550h,Tradehub 21 (18 Boon Lay Way),Rodalink Jurong East Bike Megastore,1.32824702800421,103.753599992366
311,2021-05-25,1800h - 1900h,"Al Barakah Health And Beauty Mart (302 Woodlands Street
 31)",,1.43151114760042,103.774428425787
312,2021-05-25,1935h - 2010h,Greenridge Shopping Centre (524A Jelapang Road),Giant,1.38540569283271,103.766228468185
313,2021-05-25,0600h - 1900h,Food Hub (455 Sengkang West Avenue),,1.39183688254074,103.871190376558
314,2021-05-25,0920h - 1000h,Sheng Shiong Supermarket (108 Mcnair Road),,1.3216190383169,103.859382719506
315,2021-05-25,1535h -1630h,Sheng Shiong Supermarket (455 Sengkang West Avenue),,1.39183688254074,103.871190376558
316,2021-05-24,1230h - 1300h,D'Foodstop@Abc (2 Jalan Bukit Merah),,1.2857068951692,103.808015315825
317,2021-05-24,1155h - 1625h,Ramada (16 Ah Hood Road),,1.32708485462602,103.846476460209
318,2021-05-24,1235h - 1310h,Ntuc Fairprice (30 Bendemeer Road),,1.31909343822193,103.863905325578
319,2021-05-24,1320h - 1530h,Ntuc Fairprice (301 Yishun Avenue 2),,1.42951728655037,103.835058273602
320,2021-05-24,1230h - 1300h,Fajar Shopping Centre (445 Fajar Road),Giant,1.38358032362676,103.770768501474
321,2021-05-24,2025h - 2100h,Causeway Point (1 Woodlands Square),,1.43600784474269,103.78568873405
322,2021-05-24,1745h - 1845h,Yew Tee Community Club (20 Choa Chu Kang Street 52),,1.39480564592115,103.744971294739
323,2021-05-24,0600h - 1500h,The Woodgrove (30 Woodlands Avenue 1),Mcdonald'S,1.42938474074212,103.781292115087
324,2021-05-24,0600h - 1900h,Food Hub (455 Sengkang West Avenue),,1.39183688254074,103.871190376558
325,2021-05-23,1320h - 1530h,Ntuc Fairprice (301 Yishun Avenue 2),,1.42951728655037,103.835058273602
326,2021-05-23,0815h - 0920h,Sheng Shiong Supermarket (108 Mcnair Road),,1.3216190383169,103.859382719506
327,2021-05-23,1430h - 1535h,Ntuc Fairprice (301 Yishun Avenue 2),,1.42951728655037,103.835058273602
328,2021-05-23,1100h - 1225h,Jurong Point (1 Jurong West Central 2),,1.3394520043632,103.706685012926
329,2021-05-23,1755h - 1830h,Changi City Point (5 Changi Business Park Central 1),,1.33408359331373,103.962946083391
330,2021-05-23,1955h - 2030h,Nex (23 Serangoon Central),Fairprice Xtra,1.35064579494756,103.872590477492
331,2021-05-23,1100h - 2100h,Indobowl And Royz Et Vous (37 & 39 Sultan Gate),,1.34020416603898,103.67996024388
332,2021-05-22,1530h - 1630h,Bukit Timah Plaza (1 Jalan Anak Bukit),Fairprice Finest,1.3386316527745,103.778585430975
333,2021-05-22,1520h - 1625h,Mustafa Centre (145 Syed Alwi Road),,1.31053493112425,103.855002052529
334,2021-05-22,1435h - 1510h,Sunshine Plaza (475 Choa Chu Kang Avenue 3),Giant Supermarket,1.37805614752086,103.738931794069
335,2021-05-22,1515h - 1620h,Joo Chiat Complex (1 Joo Chiat Road),,1.31587653400999,103.898378099316
336,2021-05-22,0830h - 0930h,"Fu Nan Traditional Chinese Medicine Centre (152 Bukit
 Batok Street 11)",,1.34830189530172,103.744257268105
337,2021-05-22,1320h - 1530h,Ntuc Fairprice (301 Yishun Avenue 2),,1.42951728655037,103.835058273602
338,2021-05-22,1605h - 1700h,Kinex (11 Tanjong Katong Road),Eccellente By Hao Mart,1.31461849889242,103.894738004768
339,2021-05-22,1620h - 1655h,Le Quest Mall (4 Bukit Batok Street 41),Fairprice Finest,1.35594171176111,103.741127005764
340,2021-05-22,1500h - 2100h,Westgate (3 Gateway Drive),Pizza Hut,1.33402529563803,103.74258601168
341,2021-05-22,0000h - 0400h,The Woodgrove (30 Woodlands Avenue 1),Mcdonald'S,1.42938474074212,103.781292115087
342,2021-05-22,1900h - 2015h,Lemongrass (476 Upper Serangoon View),,1.37743006696183,103.903712864065
343,2021-05-22,1705h - 1740h,Lucky Plaza (304 Orchard Road),,1.30450604646634,103.833962339817
344,2021-05-22,2315h - 2345h,Sheng Siong Supermarket (202 Marsiling Drive),,1.44315121142693,103.775164777049
345,2021-05-22,1230h - 1300h,Ntuc Fairprice (1 Jalan Bukit Merah),,1.28647148628638,103.808275089948
346,2021-05-22,0740h - 2000h,West Mall (1 Bukit Batok Central Link),Subway,1.35009714832628,103.74921385957
347,2021-05-22,1240h - 1310h,Ntuc Fairprice (1 Jalan Bukit Merah),,1.28647148628638,103.808275089948
348,2021-05-22,1710h - 1800h,Hafary Pte Ltd (560 Balestier Road),,1.32697917569245,103.844652596814
349,2021-05-22,1220h - 1300h,Hup Choon Eating House (1 Binjai Park),,1.33767493129528,103.78752269387
350,2021-05-21,0845h - 0915h,Quan Shui Wet Market (156 Bukit Batok Street 11),,1.34836489977938,103.743842009803
351,2021-05-21,1515h - 1400h,Jem (50 Jurong Gateway Road) ,Ntuc Fairprice,1.33332819303974,103.743359442234
352,2021-05-21,1445h - 2100h,Westgate (3 Gateway Drive) ,Pizza Hut,1.33402529563803,103.74258601168
353,2021-05-21,1415h - 1500h,Posb Bukit Batok Branch (636 Bukit Batok Central),,1.34963274181583,103.751825709646
354,2021-05-21,1820h - 1900h,Keat Hong Shopping Centre (253 Choa Chu Kang Avenue 1),Kfc,1.37677749544409,103.744548948082
355,2021-05-21,0915h - 0950h,Le Quest Mall (4 Bukit Batok Street 41),Fairprice Finest,1.35594171176111,103.741127005764
356,2021-05-21,2010h - 2110h,Bukit Batok Golf Range (2 Bukit Batok West Avenue 7),,1.36616711565267,103.746951747398
357,2021-05-21,1810h - 1940h,Parkway Parade (80 Marine Parade Road),,1.301041960873,103.905505005847
358,2021-05-21,1720h - 1750h,Plq Mall (10 Paya Lebar Road),,1.31885611019401,103.89406715568
359,2021-05-21,1030h - 1100h,Sri Murugan Hill Temple (931 Upper Bukit Timah Road),,1.37706152858202,103.761608176476
360,2021-05-21,1100h - 1600h,Punggol Plaza (168 Punggol Field),,1.39417447299355,103.913120037036
361,2021-05-21,0800h - 2200h,Westgate (3 Gateway Drive),,1.33402529563803,103.74258601168
362,2021-05-21,1100h - 2100h,Indobowl And Royz Et Vous (37 & 39 Sultan Gate),,1.34020416603898,103.67996024388
363,2021-05-21,0800h - 0850h,Yuhua Community Club (90 Boon Lay Way),,1.33997286000469,103.737065907111
364,2021-05-21,1905h - 1940h,Vivocity (1 Harbourfront Walk) ,Daiso,1.26431382492761,103.82207343835
365,2021-05-21,1720h - 1755h,Ntp+ (151 Lorong Chuan),"The Social Alley, Singapore",1.35206196118771,103.860698338514
366,2021-05-21,1105h - 1155h,Al Forno (East Coast) Pte Ltd (400 East Coast Road),,1.3144174871075,103.924228218637
367,2021-05-21,1940h - 2010h,Vivocity (1 Harbourfront Walk) ,"Toys""R""Us",1.26431382492761,103.82207343835
368,2021-05-21,1600h - 1635h,Da Jin Factory Building (362 Upper Paya Lebar Road),,1.34805705402697,103.881382845444
369,2021-05-20,0810h - 1255h,Resorts World Sentosa Casino (8 Sentosa Gateway),,1.25498909397858,103.82028484165
370,2021-05-20,1150h - 1225h,Prime Supermarket (373 Bukit Batok Street 31),,1.35892457118178,103.750397174291
371,2021-05-20,1150h - 1225h,Prime Supermarket (373 Bukit Batok Street 31),,1.35892457118178,103.750397174291
372,2021-05-20,1600h - 2300h,Punggol Plaza (168 Punggol Field),,1.39417447299355,103.913120037036
373,2021-05-20,1700h - 2200h,Poke Theory (238 Thomson Road),,1.32021100706836,103.843656761867
374,2021-05-20,1510h - 2100h,Westgate (3 Gateway Drive) ,Pizza Hut,1.33402529563803,103.74258601168
375,2021-05-20,1730h - 1820h,Chinatown Point (133 New Bridge Road),,1.28499882847401,103.844697081142
376,2021-05-20,1820h - 1920h ,Rains Foot Massage (6 Hougang Avenue 3),,1.36271446291047,103.893980503167
377,2021-05-20,1340h - 1510h,Kaki Bukit Recreation Centre (7 Kaki Bukit Avenue 3),Posb Account Services Centre,1.33720463391337,103.906873570178
378,2021-05-20,1420h - 1520h,Ion Orchard (2 Orchard Turn),Flnt At 1-Atico,1.30419142102398,103.831510144742
379,2021-05-19,1030h - 2000h,Westgate (3 Westgate Drive) ,Fun Toast,1.33415752008876,103.742766489597
380,2021-05-19,1600h - 2300h,Punggol Plaza (168 Punggol Field),,1.39417447299355,103.913120037036
381,2021-05-19,1420h - 1500h,Health Management Centre (809 French Road),,1.30832700516352,103.862005870884
382,2021-05-19,0930h - 2130h,Holland Piazza (3 Lorong Liput),Tiger Sugar,1.31067976097165,103.795260908624
383,2021-05-19,1600h - 0020h,Resorts World Sentosa Casino (8 Sentosa Gateway),,1.25498909397858,103.82028484165
384,2021-05-19,1515h - 1550h,Causeway Point (1 Woodlands Square),Tonkotsu Hototogisu,1.43600784474269,103.78568873405
385,2021-05-19,1430h - 1535h,Ntuc Fairprice (301 Yishun Avenue 2),,1.42951728655037,103.835058273602
386,2021-05-19,1520h - 2100h,Westgate (3 Gateway Drive) ,Pizza Hut,1.33402529563803,103.74258601168
387,2021-05-19,1420h - 1520h,Woodlands Regional Library (900 South Woodlands Drive),,1.43505698925938,103.787004308703
388,2021-05-19,1420h - 1525h,Woodlands Civic Centre (900 South Woodlands Drive),Workforce Singapore'S Careerconnect,1.43505698925938,103.787004308703
389,2021-05-19,1745h - 1830h,Westgate (3 Gateway Drive) ,Redman By Phoon Huat,1.33402529563803,103.74258601168
390,2021-05-19,1320h - 1530h,Ntuc Fairprice (301 Yishun Avenue 2),,1.42951728655037,103.835058273602
391,2021-05-19,1515h - 1550h,Causeway Point (1 Woodlands Square),Uob,1.43600784474269,103.78568873405
392,2021-05-18,1625h - 1725h,Plq Mall (10 Paya Lebar Road),,1.31885611019401,103.89406715568
393,2021-05-18,1315h - 1400h,White Sands (1 Pasir Ris Central Street 3) ,Ntuc Fairprice,1.37228761596577,103.949733905672
394,2021-05-18,1115h - 1220h,Geylang Serai Malay Market And Food Centre (1 Geylang Serai),,1.31649443408571,103.896941669743
395,2021-05-18,0730h - 2000h,Westgate (3 Westgate Drive) ,Fun Toast,1.33415752008876,103.742766489597
396,2021-05-18,1800h - 1845h,Giant @ Imm (2 Jurong East Street 21),Giant Hypermarket,1.3346666186285,103.74695659203
397,2021-05-18,1515h - 2100h,Westgate (3 Gateway Drive) ,Pizza Hut,1.33402529563803,103.74258601168
398,2021-05-18,1755h - 1835h,Madam Fang Hairdressing & Beauty Saloon (1989) (510 Bedok North Street 3),,1.3020128085435,103.861729296414
399,2021-05-17,1530h - 1615h,Sun Plaza (30 Sembawang Drive) ,Ntuc Fairprice,1.44820036592783,103.819530140823
400,2021-05-17,1000h - 2200h,Kfc (35 Jalan Mas Puteh),,1.30844135523806,103.762278702257
401,2021-05-17,0730h - 2000h,Westgate (3 Westgate Drive) ,Fun Toast,1.33415752008876,103.742766489597
402,2021-05-17,1310h - 1340h,Masjid Jamae (Chulia) (218 South Bridge Road),,1.28318570770995,103.845354189651
403,2021-05-17,1845h - 1945h,Hair Label Salon (57A New Upper Changi Road),,1.32371678676907,103.94128871491
404,2021-05-17,1245h - 1350h,Jurong Regional Library (21 Jurong East Central 1),,1.33288484731255,103.739490169077
405,2021-05-17,1940h - 2015h,West Mall (1 Bukit Batok Central Link),,1.35009714832628,103.74921385957
406,2021-05-17,1300h - 1330h,Tiong Bahru Plaza (302 Tiong Bahru Road),Posb,1.28646345355064,103.826935079694
407,2021-05-17,1415h - 1520h,Jurong Point (1 Jurong West Central 2),Yue Hwa Chinese Products,1.3394520043632,103.706685012926
408,2021-05-17,2025h - 2105h,Viva Business Park (750A Chai Chee Road) ,Decathlon Bedok,1.32297820248267,103.922124606113
409,2021-05-17,1505h - 2100h,Westgate (3 Gateway Drive) ,Pizza Hut,1.33402529563803,103.74258601168
410,2021-05-17,1130h - 1830h,Golden Landmark Shopping Centre (390 Victoria Street),Hijabville,1.30189677580549,103.857847794036
411,2021-05-17,1000h - 1130h,Kong Meng San Phor Kark See Monastery (88 Bright Hill Road),,1.36153256023685,103.835819232672
412,2021-05-16,1115h - 1245h,Causeway Point (1 Woodlands Square),,1.43600784474269,103.78568873405
413,2021-05-16,1305h - 1355h,Sim Lim Square (1 Rochor Canal Road),,1.30290658774258,103.853031869482
414,2021-05-16,1015h - 1100h,Prime Supermarket (823 Tampines Street 81),,1.3487449454775,103.934024716838
415,2021-05-16,1055h - 1130h,Tripleone Somerset (111 Somerset Road),Fairprice Finest,1.30020625685959,103.837317132796
416,2021-05-16,1425h - 1455h,Chinatown Point (133 New Bridge Road),,1.28499882847401,103.844697081142
417,2021-05-16,0950h - 1030h,Great World City (1 Kim Seng Promenade) ,Meidi-Ya Supermarket,1.29317220444774,103.832095275633
418,2021-05-16,1405h - 1445h,Ntuc Fairprice (570B Woodlands Avenue 1),,1.43106395485681,103.790454078756
419,2021-05-16,0845h - 0915h,Sheng Siong Supermarket (52 Chin Swee Road),,1.28708278284998,103.841580109275
420,2021-05-16,1020h - 1055h,Sheng Siong Supermarket (154A Bukit Batok West Avenue 8),,1.34737180152613,103.743698106143
421,2021-05-16,2240h - 2330h,Mustafa Centre (145 Syed Alwi Road),,1.31053493112425,103.855002052529
422,2021-05-16,1510h - 1540h,Lucky Plaza (304 Orchard Road),Jollibee,1.30450604646634,103.833962339817
423,2021-05-16,1745h - 1850h,Sun Plaza (30 Sembawang Drive),,1.44820036592783,103.819530140823
424,2021-05-16,1115h - 1215h,Snip Avenue (156 Bukit Batok Street 11),,1.34836489977938,103.743842009803
425,2021-05-16,0915h - 0955h,Sheng Siong Supermarket (4 Toa Payoh Lorong 7),,1.33904479783226,103.85554106336
426,2021-05-16,1520h - 1600h,Toa Payoh East Community Club (160 Toa Payoh Lorong 6),,1.33631536496443,103.854848437202
427,2021-05-16,1415h - 1525h,Cash Converters (710A Ang Mo Kio Avenue 8),,1.37062493513786,103.848045714146
428,2021-05-16,1135h - 1210h,Boon Lay Shopping Centre (221 Boon Lay Place),Ntuc Fairprice,1.34637376407877,103.712472819666
429,2021-05-16,2010h - 2110h,Giant Supermarket (376 Bukit Batok Street 31),,1.35831705249927,103.749579868748
430,2021-05-16,1320h - 1350h,Lucky Plaza (304 Orchard Road),Ayam Penyet President,1.30450604646634,103.833962339817
431,2021-05-16,1000h - 2200h,Kfc (35 Jalan Mas Puteh),,1.30844135523806,103.762278702257
432,2021-05-16,1535h - 1620h,Toa Payoh Central (520 Lorong 6 Toa Payoh) ,Ocbc,1.33312160262581,103.847523179656
433,2021-05-15,2200h - 0000h,Bbq Box @ Bukit Timah (22 Cheong Chin Nam Road),,1.34364174837769,103.775032268285
434,2021-05-15,1045h - 1120h,Sheng Siong Supermarket (4 Toa Payoh Lorong 7),,1.33904479783226,103.85554106336
435,2021-05-15,2210h - 2300h,Safra Yishun (60 Yishun Avenue 4),Mcdonald'S,1.42429829576671,103.840902278162
436,2021-05-15,1930h - 2030h,The Carving Board (252 Jurong East Street 24),,1.34306217556914,103.738233469424
437,2021-05-15,1200h - 1300h,Ntuc Fairprice (345 Jurong East Street 31),,1.34551210586752,103.73121914575
438,2021-05-15,0700h - 1630h,Canberra Plaza (133 Canberra View),,1.44349544527985,103.830345369213
439,2021-05-15,1715h - 1745h,Sun Plaza (30 Sembawang Drive) ,Ntuc Fairprice,1.44820036592783,103.819530140823
440,2021-05-15,1645h - 2045h,Tiong Bahru Plaza (298 Tiong Bahru Road),,1.28629937187776,103.828093503404
441,2021-05-15,2220h - 2320h,Mustafa Centre (145 Syed Alwi Road),,1.31053493112425,103.855002052529
442,2021-05-15,1100h - 1600h,Westgate (3 Gateway Drive) ,Pizza Hut,1.33402529563803,103.74258601168
443,2021-05-15,0725h - 0755h,Rivervale Plaza (118 Rivervale Drive) ,Koufu,1.3855530969334,103.901960668798
444,2021-05-15,1825h - 2025h,The Punggol Settlement (500 New Punggol Road),Relax Bar,1.42088392750942,103.912199519838
445,2021-05-15,1815h - 2020h,Changi City Point (5 Changi Business Park Central 1),"Saizeriya, Daiso",1.33408359331373,103.962946083391
446,2021-05-15,1230h - 1335h,Mandai Crematorium And Columbarium Complex (300 Mandai Road),Yue Hwa Chinese Products,1.41374579512129,103.809660275992
447,2021-05-15,1645h - 1730h,Tiong Bahru Plaza (298 Tiong Bahru Road) ,Long John Silver’S,1.28629937187776,103.828093503404
448,2021-05-15,1030h - 1600h,Coronation Shopping Plaza (587 Bukit Timah Road),The Goodburger Food Truck,1.32383512178759,103.809999570047
449,2021-05-15,1415h - 1545h,Bukit Panjang Plaza (1 Jelebu Road),Popular Bookstore,1.37989494369864,103.764459887796
450,2021-05-15,0800h - 0830h,Mcdonald'S (311 Upper Changi Road),,1.32475054237912,103.92918919889
451,2021-05-15,1415h - 1630h,Causeway Point (1 Woodlands Square),,1.43600784474269,103.78568873405
452,2021-05-15,1200h - 1300h,Broadway Coffeeshop (155 Bukit Batok Street 11),,1.34791302977746,103.743495445758
453,2021-05-15,1310h - 1400h,Changi Airport Terminal 1 (80 Airport Boulevard),,1.36129123176598,103.99060554697
454,2021-05-15,0900h - 0930h,Jinwei Hai Xian (280 Bishan Street 24),,1.35742119635953,103.844275790603
455,2021-05-15,1515h - 1710h,Ywca Fort Canning (6 Fort Canning Road),,1.2974986654512,103.845000998904
456,2021-05-15,1805h - 1905h,Raffles Holland V Mall (118 Holland Avenue) ,Sushi Tei,1.31056351475336,103.796107173318
457,2021-05-15,1310h - 1520h,Causeway Point (1 Woodlands Square),Shabu Sai,1.43600784474269,103.78568873405
458,2021-05-15,1330h - 1430h,Far East Plaza (14 Scotts Road),Wok Wei Kitchen,1.30717698071189,103.833792932243
459,2021-05-15,1000h - 1120h,Jurong Point (1 Jurong West Central 2) ,Ntuc Fairprice,1.3394520043632,103.706685012926
460,2021-05-15,1320h - 1520h,313@Somerset (313 Orchard Road) ,Josh'S Grill,1.30101436404056,103.838360664485
461,2021-05-15,1600h - 2200h,Kfc (35 Jalan Mas Puteh),,1.30844135523806,103.762278702257
462,2021-05-15,1155h - 1300h,Woodlands Civic Centre (900 South Woodlands Drive),Woodlands Regional Library,1.43505698925938,103.787004308703
463,2021-05-15,1530h - 1735h,The Punggol Settlement (500 New Punggol Road),Sun Bistro,1.42088392750942,103.912199519838
464,2021-05-15,2050h - 2150h,Arya Samaj Building (114 Syed Alwi Road) ,Malabar Gold & Diamonds Pte Ltd,1.30990992790192,103.85503376296
465,2021-05-15,0930h - 1030h,Ntuc Fairprice (279 Bishan Street 24),,1.35722283118337,103.843785252615
466,2021-05-15,1540h - 2100h,Woodlands Civic Centre (900 South Woodlands Drive),Woodlands Regional Library,1.43505698925938,103.787004308703
