Date,Time,Location,Sub-location,Source,Notes
2020-09-07,1545h - 1700h,The Spread (15 Kent Ridge Drive),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-06,2020h - 2130h,Queensway Shopping Centre (1 Queensway),Anytime Fitness,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-06,2000h - 2055h,Waterway Point (83 Punggol Central),Han’S,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-06,1210h - 1320h,Hougang Mall (90 Hougang Avenue 10),Saizeriya,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-06,1900h - 2055h,Waterway Point (83 Punggol Central),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-05,1245h - 1355h,Waterway Point (83 Punggol Central),Han’S,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-05,1810h - 2035h,Lau Pa Sat (18 Raffles Quay),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-04,1310h - 1410h,The Spread (15 Kent Ridge Drive),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-04,1140h - 1245h,Imm (2 Jurong East Street 21),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-04,2050h - 0110h,Tiong Bahru Plaza (302 Tiong Bahru Road),Golden Village Hall 5,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-04,1840h - 1925h,Sim Lim Square (1 Rochor Canal Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-04,2040h - 2130h,Queensway Shopping Centre (1 Queensway),Anytime Fitness,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-04,1300h - 1335h,Uob Branch - Hougang Mrt Branch (80 Hougang Central),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-04,1725h - 1820h,The Clementi Mall (3155 Commonwealth Avenue West),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-03,1300h - 1445h,Junction 8 (9 Bishan Place),Ambush,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-03,2040h - 2125h,Plaza Singapura (68 Orchard Road),Secret Recipe,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-03,1900h - 2030h,Plaza Singapura (68 Orchard Road),Tim Ho Wan,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-03,2030h - 2130h,Queensway Shopping Centre (1 Queensway),Anytime Fitness,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-02,1215h - 1310h,The Spread (15 Kent Ridge Drive),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-01,1210h - 1430h,Ikea Tampines (60 Tampines North Drive 2),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-09-16
2020-09-01,1920h - 2110h,Hougang Mall (90 Hougang Avenue 10),Pizza Hut,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-09-16
2020-09-01,1935h - 2100h,Liat Towers (541 Orchard Road),Shake Shack,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-09-01,1855h - 2315h,Vivocity (1 Harbourfront Walk),Golden Village Hall 4,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,Added/Updated on 2020-09-16
2020-08-31,1500h - 1555h,Woodlands Civic Centre (900 South Woodlands Drive),Fairprice,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-31,1405h - 1440h,Jem (50 Jurong Gateway Road),Apgujeong Hair Studio,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-30,0655h - 0735h,Geylang Serai Malay Market And Food Centre (1 Geylang Serai),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-30,1000h - 1205h,Yaleju-Tong Bei Huo Guo Pte Ltd (149 Geylang Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-30,1840h - 2130h,Bugis Junction (200 Victoria Street),"Xiao Long Kan Hotpot, Starbucks",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-30,1730h - 1830h,Chinatown Complex Food Centre (335 Smith Street),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-29,1600h - 1645h,Mei Heong Yuen Dessert (63-67 Temple Street),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-29,1900h - 2000h,Suntec City (3 Temasek Boulevard),White Restaurant,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-29,0910h - 0940h,Yuhua Market & Hawker Centre (347 Jurong East Avenue 1),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-29,1450h - 1550h,Zhang Liang Mala Tang (3 Pickering Street),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-28,0900h - 1000h,Yuan Yuan Café (26 New Upper Changi Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-28,1530h - 1625h,Giant Express Edgefield Plains (671 Edgefield Plains),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-28,1300h - 1400h,Nanyang Technological University North Spine Plaza (76 Nanyang Drive),North Spine Food Court,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-27,1835h - 1910h,Bras Basah Complex (231 Bain Street),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-27,1300h - 1350h,Vivocity (1 Harbourfront Walk),Kopitiam,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-27,0900h - 1140h,Fairprice Hub (1 Joo Koon Circle),Warehouse Club,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-27,0830h - 0930h,Yuhua Market & Hawker Centre (347 Jurong East Avenue 1),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-27,1350h - 1430h,Vision Exchange (2 Venture Drive),Anjana Kitchen,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-27,1805h - 1900h,The Pinnacle @ Duxton (1 Cantonment Road),Essen At The Pinnacle,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-26,1100h - 1200h,Wheelock Place (501 Orchard Road),Privé,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-26,1400h - 1500h,The Seletar Mall (33 Sengkang West Avenue),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-26,1840h - 2005h,Jewel Changi Airport (78 Airport Boulevard),White Restaurant,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-26,2300h - 0000h,Changi Airport Terminal 3 (65 Airport Boulevard),Mr Teh Tarik Express,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-26,1305h - 1430h,Nex (23 Serangoon Central),Perky Lash,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-26,1730h – 1800h,Wheelock Place (501 Orchard Road),Privé,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-26,2145h - 2330h,Changi Airport Terminal 1 (80 Changi Boulevard) Transit Area,Heavenly Wang,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-26,1900h - 2030h,Raimah Eating House (56 Jalan Kembangan),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-26,1425h - 1530h,Nanyang Technological University North Spine Plaza (50 Nanyang Avenue),Paik’S Bibim,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-26,1445h - 1545h,27A Coffee (9 Lorong 27A Geylang),Kl Traditional Chilli Ban Mee,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-25,1430h - 1530h,Lucky Plaza (304 Orchard Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-25,1930h - 2135h,E!Hub @ Downtown East (1 Pasir Ris Close),Swensen’S,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-25,1935h - 2100h,Paya Lebar Square (60 Paya Lebar Road),Ramen Keisuke Tonkotsu King,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-25,1230h - 1400h,Waterway Point (83 Punggol Central),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-25,1435h - 1930h,Nex (23 Serangoon Central),Din Tai Fung,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-25,1140h - 1600h,Lucky Plaza (304 Orchard Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-25,1235h - 1330h,Nanyang Technological University School Of Biological Sciences (60 Nanyang Drive),Quad Cafe,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-25,1800h - 1955h,Raffles Holland V Mall (118 Holland Avenue),Hoshino Coffee,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-25,0905h - 1020h,Geylang Serai Malay Market And Food Centre (1 Geylang Serai),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-24,1940h - 2140h,Mustafa Centre (145 Syed Alwi Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-24,1600h - 1800h,Gardens By The Bay (18 Marina Gardens Drive),Flower Dome,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-24,1825h - 1930h,Vivocity (1 Harbourfront Walk),Marché Mövenpick,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-24,1600h - 1640h,Lucky Plaza (304 Orchard Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-24,1820h - 2020h,Amk Hub (53 Ang Mo Kio Avenue 3),Eighteen Chefs,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-24,1700h - 1730h,White Sands (1 Pasir Ris Central Street 3),Mcdonald’S,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-24,1545h - 1705h,Vivocity (1 Harbourfront Walk),Hans Im Glück,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-24,1550h - 1625h,Fairprice Geylang Lorong (612/620 Geylang Lorong 38),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-24,0930h - 1030h,Ica Building (10 Kallang Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-24,1800h - 1830h,Gardens By The Bay (18 Marina Gardens Drive),Mcdonald’S,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-24,2010h - 2210h,Jewel Changi Airport (78 Airport Boulevard),Tiger Street Lab,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-23,1725h - 1825h,Compass One (1 Sengkang Square),Ya Kun Family Cafe,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-23,1015h - 1100h,Old Airport Road Food Centre & Shopping Mall (51 Old Airport Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-23,1430h - 1530h,Lucky Plaza (304 Orchard Road),"Kabayan Remittance Pte Ltd, Metrobox Services Pte Ltd",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-23,0850h - 0930h,Lucky Plaza (304 Orchard Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-23,1055h - 1140h,Eco-Shop@Bedok (206 Bedok North Street 1),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-23,1315h - 1415h,Pasir Ris Sports Complex (120 Pasir Ris Central Street 3),Mcdonald’S,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-23,1635h - 1710h,Fly Salon (6 Eunos Crescent),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-23,1725h - 1825h,Wisma Atria (435 Orchard Road),Tag Heuer,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-23,1515h - 1550h,Hanshan Money Express (1 Park Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-23,1920h - 2030h,S-11 Amk 530 Food House (530 Ang Mo Kio Avenue 10),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-23,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,2240h - 0045h,Don Dae Bak Restaurant (35 Kreta Ayer Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,1430h - 1530h,Westgate (3 Gateway Drive),Bank Of China,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,1710h - 1915h,Skyline Luge Sentosa (1 Imbiah Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,1500h - 1545h,Our Tampines Hub (1 Tampines Walk),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,1600h - 1710h,Wisma Atria (435 Orchard Road),Tag Heuer,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,1815h - 1955h,Jurong Point (1 Jurong West Central 2),Fairprice Xtra,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,1840h - 1940h,Wisma Atria (435 Orchard Road),Food Republic @ Wisma Atria,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,1400h - 1450h,Paragon (290 Orchard Road),"Muji, Toys“R”Us, Istudio",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,1300h - 1500h,The Heeren (260 Orchard Road),Robinsons The Heeren,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,1415h - 1445h,Far East Plaza (14 Scotts Road),Abc Restaurant Pte Ltd,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,1115h - 1445h,Ngee Ann City (391A Orchard Road),"Papilla Haircare, Best Denki",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,1720h - 1830h,Ngee Ann City (391A Orchard Road),Takashimaya Department Store,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,1920h - 2200h,Vivocity (1 Harbourfront Walk),"Food Republic @ Vivocity, Fairprice Xtra",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-22,1315h - 1405h,Far East Shopping Centre (545 Orchard Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-21,1250h - 1400h,Vivocity (1 Harbourfront Walk),Food Republic @ Vivocity,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-21,1650h - 1750h,The Centrepoint (176 Orchard Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-21,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-21,1800h - 2000h,Westgate (3 Gateway Drive),Beauty In The Pot,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-21,1410h - 1800h,Universal Studios Singapore (8 Sentosa Gateway),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-21,1410h - 1505h,Geylang Serai Malay Market And Food Centre (1 Geylang Serai),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-21,1500h - 1600h,Joo Chiat Complex (2 Joo Chiat Road),Fairprice,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-21,2010h - 2145h,Orchard Central (181 Orchard Road),Da Long Yi Hot Pot,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-20,1215h - 1300h,Baby Expo Warehouse Sales (1 Jalan Wangi),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-20,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-19,0745h - 0905,Elias Mall (623 Elias Road),"623 F&B Pte Ltd, Sheng Siong Supermarket",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-19,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-19,1200h - 1300h,Koufu (2 Ang Mo Kio Drive),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-18,1630h - 1720h,Bugis Junction (200 Victoria Street),Swensen’S,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-18,1325h - 1400h,Joo Chiat Complex (1 Joo Chiat Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-18,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-18,1200h - 1235h,Geylang Serai Malay Market And Food Centre (1 Geylang Serai),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-17,1645h - 2300h,Georges By The Bay (500 New Punggol Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-17,1100h - 1315h,Singapore Changi Airport (Airport Boulevard),Pappamia Singapore,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-17,1800h - 1840h,Teng Sheng (2 Ang Mo Kio Drive),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-16,1900h - 2100h,Kuan Kuan Gan Guo (38 Mosque Street),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-16,1700h - 1800h,Trivex (8 Burn Road),Zero1 Pte Ltd,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-16,1730h - 1800h,West Mall (1 Bukit Batok Central Link),Cold Storage,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-16,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-15,1400h - 1700h,Serangoon Gardens Country Club (22 Kensington Park Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-15,1715h - 1800h,Harry’S Tai Seng (18 Tai Seng Street),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-15,1730h - 1830h,Mcdonald’S Bukit Batok (632 Bukit Batok Central),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-15,1200h - 1300h,Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-15,1100h - 1130h,All India Supermart Pte Ltd (41 Norris Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-14,1540h - 1715h,The Countryside Café (71 Dunlop Street),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-14,1435h - 1540h,Arthesdam Jewellery Pte Ltd (95 Serangoon Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-13,1100h - 1220h,Jurong West 505 Market & Food Centre (505 Jurong West Street 52),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-12,2000h - 2030h,Hillion Mall (17 Petir Road),Fairprice Finest,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-12,1655h - 1735h,Jem (50 Jurong Gateway Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-12,1400h - 1430h,Hillion Mall (17 Petir Road),Fairprice Finest,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-11,1000h - 1100h,Yuhua Market & Hawker Centre (347 Jurong East Avenue 1),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-09,2200h - 0100h,888 Plaza (888 Woodlands Drive 50),Wan Shun Foodcourt,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-08,0900h - 1000h,Bukit Timah Market & Food Centre (51 Upper Bukit Timah Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-08,1600h - 1645h,Bukit Panjang Plaza (1 Jelebu Road),Fairprice Finest,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-08,2020h - 2130h,Guoco Tower (7 Wallich Street),Sbcd Korean Tofu House,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-08,1300h - 1530h,111 Somerset (111 Somerset Road),"Family First Chiropractic Clinic, Hvala, Fairprice Finest",https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-07,1515h - 1615h,Kallang Wave Mall (1 Stadium Place),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-07,1730h - 1930h,Bugis Junction (200 Victoria Street), Seoul Garden,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-07,2230h - 0030h,Newton Food Centre (500 Clemenceau Avenue North),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-07,1800h - 2000h,Northpoint City (930 Yishun Avenue 2),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-06,1830h - 2040h,Bukit Panjang Plaza (1 Jelebu Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-04,2015h - 2100h,Bukit Panjang Plaza (1 Jelebu Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-04,0900h - 1030h,Bukit Batok Activesg Gym (2 Bukit Batok Street 22),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-04,1300h - 1700h,Warren Golf & Country Club (81 Choa Chu Kang Way),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-03,1430h - 1500h,Sheng Siong Supermarket (61 Teban Gardens Road),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-03,1800h - 1830h,Food Paradise (21 Bukit Batok Central),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-02,1400h - 1530h,Tang Tea House (414 Jurong West Street 42),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-08-02,2140h - 2210h,Sheng Siong Supermarket (200 Woodlands Industrial Park E7),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-31,1150h - 1245h,West Mall (1 Bukit Batok Central Link),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-31,1620h - 1720h,Evolution Hub (492 Jurong West Street 41),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-31,1945h - 2035h,West Mall (1 Bukit Batok Central Link),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-31,1900h - 2100h,Holy Tree Sri Balasubramaniar Temple (10 Yishun Industrial Park A),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-30,1940h - 2025h,Fairprice Hub (1 Joo Koon Circle),Decathlon,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-30,1820h - 1920h,"The Heart, Marina One Show Gallery (5 Straits View)",Standing Sushi Bar,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-29,1900h - 2040h,Wisma Atria (435 Orchard Road),Omakase Burger,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
2020-07-28,1200h - 1315h,Gek Poh Shopping Centre (762 Jurong West Street 75),,https://www.gov.sg/article/covid-19-public-places-visited-by-cases-in-the-community-during-infectious-period,
